date,nav,scheme_code,scheme_name,fund_house,scheme_category,scheme_type,isin_growth,isin_div_reinvestment
26-02-2018,34.27370,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
23-02-2018,33.99730,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
22-02-2018,33.55140,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
21-02-2018,33.68980,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
20-02-2018,33.62530,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
19-02-2018,33.69310,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
16-02-2018,34.06480,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
15-02-2018,34.35080,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
14-02-2018,34.38770,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
12-02-2018,34.61960,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
09-02-2018,34.42870,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
08-02-2018,34.70530,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
07-02-2018,34.13100,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
06-02-2018,34.12250,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
05-02-2018,34.66570,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
02-02-2018,34.79730,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
01-02-2018,35.73580,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
31-01-2018,35.68540,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
30-01-2018,35.88540,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
29-01-2018,36.07690,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
25-01-2018,36.20220,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
24-01-2018,36.43180,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
23-01-2018,36.40550,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
22-01-2018,35.98310,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
19-01-2018,35.85350,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
18-01-2018,35.57170,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
17-01-2018,35.74500,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
16-01-2018,35.30590,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
15-01-2018,35.40000,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
12-01-2018,35.31940,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
11-01-2018,35.26370,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
10-01-2018,35.17680,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
09-01-2018,35.31170,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
08-01-2018,35.41900,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
05-01-2018,35.20260,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
04-01-2018,34.96090,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
03-01-2018,34.63330,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
02-01-2018,34.53020,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
01-01-2018,34.62620,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
29-12-2017,34.79830,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
28-12-2017,34.68460,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
27-12-2017,34.75960,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
26-12-2017,34.85100,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
22-12-2017,34.70280,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
21-12-2017,34.61260,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
20-12-2017,34.50710,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
19-12-2017,34.52520,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
18-12-2017,34.28400,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
15-12-2017,34.01920,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
14-12-2017,33.82750,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
13-12-2017,33.67330,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
12-12-2017,33.88500,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
11-12-2017,34.03290,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
08-12-2017,33.87100,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
07-12-2017,33.61180,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
06-12-2017,33.16370,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
05-12-2017,33.48910,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
04-12-2017,33.45720,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
01-12-2017,33.42230,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
30-11-2017,33.78520,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
29-11-2017,34.14140,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
28-11-2017,34.10580,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
27-11-2017,34.11310,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
24-11-2017,34.02900,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
23-11-2017,33.92460,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
22-11-2017,33.88600,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
21-11-2017,33.79630,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
20-11-2017,33.64420,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
17-11-2017,33.70370,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
16-11-2017,33.42480,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
15-11-2017,33.12990,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
14-11-2017,33.30650,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
13-11-2017,33.44650,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
10-11-2017,33.64430,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
09-11-2017,33.45350,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
08-11-2017,33.42580,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
07-11-2017,33.60050,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
06-11-2017,33.99140,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
03-11-2017,33.95770,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
02-11-2017,33.84670,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
01-11-2017,33.66330,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
31-10-2017,33.24030,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
30-10-2017,33.24620,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
27-10-2017,33.05060,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
26-10-2017,33.09160,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
25-10-2017,32.96170,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
24-10-2017,32.20310,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
23-10-2017,32.00930,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
18-10-2017,32.06210,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
17-10-2017,32.30310,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
16-10-2017,32.29920,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
13-10-2017,32.10210,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
12-10-2017,32.03010,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
11-10-2017,31.75670,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
10-10-2017,31.92420,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
09-10-2017,31.83860,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
06-10-2017,31.82480,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
05-10-2017,31.48300,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
04-10-2017,31.52470,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
03-10-2017,31.40690,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
29-09-2017,31.19890,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
28-09-2017,31.05500,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
27-09-2017,30.91230,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
26-09-2017,31.46740,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
25-09-2017,31.35250,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
22-09-2017,31.75830,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
21-09-2017,32.34940,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
20-09-2017,32.38930,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
19-09-2017,32.31930,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
18-09-2017,32.30210,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
15-09-2017,32.18040,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
14-09-2017,32.22050,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
13-09-2017,31.99190,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
12-09-2017,32.09400,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
11-09-2017,31.63470,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
08-09-2017,31.42320,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
07-09-2017,31.48770,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
06-09-2017,31.37720,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
05-09-2017,31.55850,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
04-09-2017,31.43610,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
01-09-2017,31.66910,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
31-08-2017,31.41410,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
30-08-2017,31.40150,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
29-08-2017,31.10490,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
28-08-2017,31.46220,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
24-08-2017,31.21310,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
23-08-2017,31.11190,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
22-08-2017,30.79240,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
21-08-2017,30.75480,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
18-08-2017,31.11700,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
17-08-2017,31.42550,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
16-08-2017,31.42070,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
14-08-2017,31.02020,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
11-08-2017,30.66170,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
10-08-2017,30.90670,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
09-08-2017,31.24460,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
08-08-2017,31.61790,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
07-08-2017,31.88460,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
04-08-2017,31.75710,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
03-08-2017,31.67370,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
02-08-2017,32.01170,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
01-08-2017,32.10630,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF204K01XI3,
